hotel_name,hotel_location,review_title,review_pos,review_neg,review_date,review_country,num_reviews_by_reviewer,reviewer_name,review_rating,review_tags,hussain_classification,jeremy_classification,automatic_classfication
"Amara Sanctuary Resort Sentosa (SG Clean, Staycation Approved)","1.25149430,103.82266760",Very good,No Positive,No Negative,2021-11-25T00:00:00,Philippines,3,Cynthia,8.0,"Leisure trip,Family with young children,Deluxe Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Silom Avenue Inn,"13.72448659,100.52229524",Pleasant,close to streets market,"Parking too small.  The room door lock broken 
No breakfast.",2019-11-4T00:00:00,United States,1,Anonymous,6.3,"Family with young children,Studio,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
The Ex Capital Hotel,"13.71706400,100.50011600",“Nice hotel in Bkk”,"Near BTS. 
The bed is really comfortable.
Near 7eleven.
Staff are very friendly...",The bathroom is the only thing I don't like about this hotel. Its quite an inconvenience to me.,2019-11-11T00:00:00,Vietnam,3,Thy,8.8,"Leisure trip,People with friends,Superior Double Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Hotel Mi,"1.29898720,103.85022880",Pleasant,No Positive,No Negative,2020-03-12T00:00:00,Australia,2,Erwan,6.0,"Leisure trip,Solo traveller,Superior Double Room with Balcony,Stayed 3 nights",1.0,1.0,1
"Hotel Royal @ Queens (SG Clean, Staycation Approved)","1.29752303,103.85192245",Pleasant,No Positive,No Negative,2022-04-1T00:00:00,Australia,19,James,6.0,"Leisure trip,Couple,Executive Double or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Holiday Inn Express Singapore Orchard Road (SG Clean), an IHG Hotel","1.30344650,103.83671701",Superb,"Superb location in Singapore❤️
Love your coffee❤️❤️❤️
Free bfast
Very helpfull staffs
Clean hotel n room
Across from Mosque❤️",No Negative,2020-03-7T00:00:00,Indonesia,55,Pusparyanti,9.2,"Leisure trip,Family with young children,Standard Queen Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Maxim's Inn,"13.74117764,100.55584431",“Very kind and friendly staff”,"Very good breakfast 
Very kind and friendly staff 
Renovated rooms",No Negative,2021-04-21T00:00:00,Greece,63,Ioannis,8.0,"Business trip,Solo traveller,Superior Double Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Hotel Boss - SG Clean,"1.30540901,103.86040097",Pleasant,Location,Room is too small.,2019-09-23T00:00:00,Canada,6,Charize,6.7,"Leisure trip,Couple,Superior Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
YOTELAIR Singapore Changi Airport Landside (SG Clean),"1.34745500,103.98433500",Very good,No Positive,No Negative,2020-03-7T00:00:00,Australia,3,Moira,8.0,"Leisure trip,Solo traveller,Premium Queen Cabin,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Civic Horizon Hotel & Residence,"13.72028921,100.58471778",“In general a good place to stay with very friendly personel.”,"Breakfast was good and was a little above my expetation. No other room service was available do to COVID restriction.The location near bus station and metro and shopping centre, so transport around bangkok was easy to do.Stay at the top floor with a very good weiv.",Room was a little smaller than expected and kitchenet was very small.,2021-05-31T00:00:00,Denmark,17,Tom,8.0,"Leisure trip,Solo traveller,Standard King Room,Stayed 2 nights",1.0,1.0,1
Hotel 81 Heritage - SG Clean,"1.30280026,103.86142015",Pleasant,No Positive,"Room quite small
Window cant open
No fridge",2021-04-10T00:00:00,Singapore,3,Annonymous,6.0,"Leisure trip,Couple,Superior Double Room,Stayed 1 night,Submitted via mobile",1.0,0.0,1
The House Pratunam,"13.75388348,100.53818264",Superb,Close to shopping area,The breakfast,2020-02-16T00:00:00,Australia,1,Anonymous,9.2,"Leisure trip,Couple,Superior Double Room with Balcony,Stayed 8 nights,Submitted via mobile",1.0,1.0,1
Ibis Budget Singapore Emerald - SG Clean,"1.31111026,103.87624204",Good,close to metro station,"no possibility to open the window in the room, no restaurant in the hotel",2019-09-22T00:00:00,Poland,20,Joanna,7.0,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 2 nights",1.0,1.0,1
"Lai Ming Hotel Cosmoland (SG Clean, Staycation Approved)","1.31311169,103.88316644",Good,"Clean, comfortable, very convenient location and value for money.",Very simple breakfast,2020-02-14T00:00:00,Malaysia,6,Miang,7.0,"Leisure trip,Family with young children,Standard Family Room,Stayed 3 nights",1.0,1.0,1
MeStyle Place,"13.78424682,100.58425158",Good,No Positive,No Negative,2020-01-13T00:00:00,Thailand,12,Amvica,7.0,"Leisure trip,Family with young children,Standard Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
UMA Residence,"13.78425040,100.51300675",Good,Good service. Good breakfast. Efficient. Friendly staff very good staffs,Only one staff speaking english need more people who speaks english,2019-04-4T00:00:00,United Kingdom,4,Dena,7.5,"Leisure trip,Couple,Superior Double Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Hotel Trusty Osaka Abeno,"34.64610013,135.51222229",“Satisfied to have stayed in this hotel.”,"Very good hotel. Very comfortable room and clean. Unfortunately this hotel does not have a ""Sento"". Very good breakfast and excellent location, near the train station.",No Negative,2019-12-13T00:00:00,Israel,7,Anonymous,8.0,"Leisure trip,Family with young children,Superior Double Room - Non-Smoking,Stayed 3 nights",1.0,1.0,0
"The Scarlet Singapore (SG Clean, Staycation Approved)","1.28059185,103.84546638",Superb,"Top location close to the Chinatown and not far from Raffles place.The hotel is close by to loads of trendy bars and restaurants. The rooms were very clean and the staff was always available to help us. I would advice this hotel to a friend/ family member.","Rooms were a bit too small, it’s fine if you go around the city all day long.",2019-08-12T00:00:00,Italy,9,Federica,9.2,"Leisure trip,Couple,Special Offer - Deluxe Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Grand President Bangkok,"13.74292328,100.55679917",Exceptional,No Positive,Very good and friendly hotel. Service and staff also very good. Anybody can like this hotel. Price also good with respect to facilities.,2019-04-28T00:00:00,Bangladesh,8,Biplob,10.0,"Business trip,People with friends,Deluxe Double Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Circular House,"1.28793800,103.84887400",Exceptional,"I slept very well, the bed was very comfortable",Breakfast finish too early 🙄 for the rest it was amazing!,2019-12-13T00:00:00,Italy,11,Sara,10.0,"Leisure trip,Couple,Superior Queen Bed in Mixed Dorm,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
BRB Hostel Bangkok Silom,"13.72683657,100.53086758",Good,Room was ok with A/C and TV! Shared bathroom on a different floor,"Receptionist shouldn‘t work with guests, maybe go to a factory to to assembly line work! A person who isn‘t able to say good morning is on the wrong place in tourism sector!",2020-03-8T00:00:00,Italy,44,Simon,7.5,"Leisure trip,Solo traveller,Double or Twin Room with Shared Bathroom,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Hotel 81 Bugis - SG Clean,"1.29696527,103.85570973",Superb,Reception staff friendly. Know the SMM well. Know how to enforce.,"The cleaner and the guests shared one small lift. If the cleaner with the cleaning trolley, no way to get into that small lift with 1m social distancing.",2021-10-11T00:00:00,Singapore,3,Joseph,9.0,"Leisure trip,People with friends,Standard Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Holiday Inn Bangkok Sukhumvit, an IHG Hotel","13.73323612,100.56530982",Exceptional,"location excellent . bts , Excellent staff , Great breakfast .",everything was good  .,2022-03-18T00:00:00,Australia,21,Phillip,10.0,"Leisure trip,Couple,Standard King Room with City View,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
"The Athenee Hotel, A Luxury Collection Hotel, Bangkok - SHA Extra Plus","13.74126101,100.54776013",“A wonderful stay at the highest level of service”,"Breakfast buffet is excellent, and though the amount of guests is personally hosted. Service is the best, super friendly. Rooms have a nice, light Thai style and are very clean and well kept.",No Negative,2020-03-5T00:00:00,Netherlands,12,Frans,8.0,"Leisure trip,Couple,Athenee, Guest room, 1 King, City view,Stayed 4 nights",1.0,1.0,1
Hotel 81 Elegance - SG Clean,"1.31244029,103.86006832",Poor,No Positive,No Negative,2021-12-28T00:00:00,Singapore,5,Zakaria,3.0,"Leisure trip,Solo traveller,Superior Double Room,Stayed 2 nights,Submitted via mobile",0.0,0.0,0
ibis Bangkok Sathorn - SHA Extra Plus,"13.72179757,100.54653704",Pleasant,No Positive,No Negative,2020-01-31T00:00:00,Egypt,9,Doaa,6.7,"Leisure trip,People with friends,Standard Double Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
"Pan Pacific Singapore (SG Clean, Staycation Approved)","1.29201250,103.85860920",Disappointing,Location was perfect for foreign visitor,"Highly over rated and priced, not at all value for money. Hospitality And services are below average and for the price paid is not worth it at all. Location and view is great though.",2020-12-26T00:00:00,Singapore,6,Rohit,4.0,"Leisure trip,Family with young children,Deluxe Double or Twin Room with Balcony,Stayed 2 nights,Submitted via mobile",0.0,0.0,0
D'Resort @ Downtown East,"1.37990496,103.95503896",“Definitely a great place for family to have fun!”,Kids had great fun and the room was simply too cute. Already my 2nd stay for December.,I was given a room right next to the main glass door thus a little noisy.,2019-06-15T00:00:00,Singapore,1,Choo,10.0,"Leisure trip,Family with young children,Standard Family Room,Stayed 2 nights",1.0,1.0,1
"Pan Pacific Serviced Suites Beach Road, Singapore","1.29945283,103.85994673",Exceptional,No Positive,No Negative,2022-02-20T00:00:00,Singapore,1,Ngee,10.0,"Leisure trip,Solo traveller,Staycation Offer - Executive One-Bedroom Apartment,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
"InterContinental Singapore (SG Clean), an IHG Hotel","1.29860636,103.85516793",Good,No Positive,No Negative,2020-12-1T00:00:00,Singapore,6,Haslinda,7.0,"Leisure trip,Family with young children,2 Twin Beds Classic City View,Stayed 2 nights,Submitted via mobile",1.0,0.0,1
Hiyori Hotel Osaka Namba Station,"34.66286251,135.50067620",“The hotel can do a lot more to improve.”,"I liked that it was near the Namba station so it was very convenient to get there from Kansai. It was also very near to shopping malls.I liked the tatami instead of the usual carpeting because it was very comfortable to walk on even barefooted.","The bed cover had a stain which indicates it has not been changed.I was also disappointed that the hotel did not even have tea for breakfast! Unbelievable! I am in Japan and there is no tea for breakfast. I have been to many hotels all over the world and I can always request for black or green tea for breakfast. I also asked the front desk staff for recommendations on where we may eat for dinner. And they could not suggest any place. It seemed to me that they were not familiar with the nearby area.",2019-08-18T00:00:00,Philippines,17,Anonymous,5.8,"Leisure trip,Family with young children,Moderate Double Room - Momiji Tower,Stayed 2 nights",1.0,1.0,0
Osaka Excel Hotel Tokyu,"34.68015683,135.50024428",Very good,No Positive,No Negative,2020-02-24T00:00:00,Australia,4,Mary,8.0,"Leisure trip,Couple,Superior Double Room - Non-Smoking,Stayed 5 nights,Submitted via mobile",1.0,1.0,1
Viva Residence,"13.84428934,100.66353768",Very poor,No Positive,No Negative,2020-10-11T00:00:00,Thailand,4,October,1.0,"Couple,Superior Double Room,Stayed 1 night,Submitted via mobile",0.0,0.0,0
Dorsett Singapore (SG Clean),"1.27970694,103.83992225",Exceptional,No Positive,No Negative,2021-01-14T00:00:00,Singapore,1,Anonymous,10.0,"Couple,Splash Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Circular House,"1.28793800,103.84887400",Superb,No Positive,No Negative,2019-12-9T00:00:00,Australia,10,Natalie,9.0,"Leisure trip,Solo traveller,Single Bed in Female Dorm,Stayed 1 night",1.0,1.0,1
W22 by Burasari - SHA Extra Plus,"13.74156711,100.51302395",“Stay here all the time. Love!”,This place is great and I frequently stay here. It's off of the busiest section of Chinatown. The lobby and attached restaurant are fantastic. Lots of greenery and cool industrial design accents. The staff is super sweet and there's free nescafe 24 hours a day. They have a free pool table and now a rooftop bar. You really can't beat this price and the beds are very comfy.,"Rooms are sparse. But you can hardly complain about that at a rate of about $25 per night. If you are looking for cheap, clean, safe and charming -- this is one of the top options in the riverside area.",2019-10-3T00:00:00,United States,67,Jennyadamsfreelance,9.2,"Business trip,Solo traveller,Superior Double Room,Stayed 1 night",1.0,1.0,1
Arton Boutique Hotel (SG Clean),"1.31231157,103.86104465",Disappointing,No Positive,No Negative,2021-12-15T00:00:00,Singapore,1,Eugene,4.0,"Family with young children,Queen Loft,Stayed 1 night,Submitted via mobile",0.0,0.0,0
Hotel MYSTAYS PREMIER Dojima,"34.69736973,135.49443170",Exceptional,No Positive,No Negative,2021-11-10T00:00:00,Japan,1,Kohei,10.0,"Business trip,Solo traveller,Standard Double Room - Smoking,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Kimpton Maa-Lai Bangkok, an IHG Hotel- SHA Extra Plus","13.73773500,100.54345600",Exceptional,The staff is simply wonderful.,Absolutely loved it.,2021-03-27T00:00:00,France,16,Bastien,10.0,"Couple,Executive Suite,Stayed 5 nights,Submitted via mobile",1.0,1.0,1
Marina Bay Sands (SG Clean),"1.28397326,103.86081934",Exceptional,No Positive,No Negative,2019-06-8T00:00:00,New Zealand,4,Anuj,10.0,"Leisure trip,Group,Premier King Room - Lower Floor,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Carlton Hotel Singapore (SG Clean),"1.29579613,103.85227650",Superb,No Positive,No Negative,2021-01-17T00:00:00,Singapore,8,Nur,9.0,"Leisure trip,Couple,Special Offer - Free Upgrade to Premium Room with Free Wifi,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Old Capital Bike Inn - SHA Certified,"13.75673160,100.50487161",Exceptional,Comfortable and not cookie-cutter.  Very helpful and attentive staff.  Made it easy for 2 Americans who do not speak Thai to navigate the city.  Knew where we were going for the day and always helped us get there.  Lovely breakfasts made to order.  Fun bicycle tours in the evening.  Very comfortable bikes!,The first upstairs room we were in is not ideal for older people as bathroom is in suite but down a flight of stairs.  The room we had on first floor was great.,2020-02-24T00:00:00,United States,1,Pamela,10.0,"Leisure trip,People with friends,Honeymoon Suite,Stayed 7 nights,Submitted via mobile",1.0,1.0,1
GRIDS PREMIUM HOTEL OSAKA NAMBA,"34.66484477,135.49878362",Exceptional,No Positive,No Negative,2022-01-1T00:00:00,Malaysia,13,Fauziana,10.0,"Leisure trip,Family with young children,Family Twin Room B,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Ramada by Wyndham Singapore at Zhongshan Park (SG Clean),"1.32734941,103.84526789",Very good,No Positive,No Negative,2020-12-28T00:00:00,Singapore,1,Pamela,8.0,"Leisure trip,Group,Twin Room with City View - Non-Smoking,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Village Hotel Bugis by Far East Hospitality (SG Clean),"1.30239535,103.85813177",“Good stay”,Location,Tv reception poor,2021-07-29T00:00:00,Singapore,3,Masnor,8.0,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
