hotel_name,hotel_address,hotel_location,hotel_rating,hotel_description,hotel_country,hotel_num_reviews,unique_tags,hotel_img_url,hotel_link,unique_review_country,best_noun,worst_noun,features_room,features_facilities,features_location,features_staff,features_food,pos_review_count,neg_review_count
PAMAhouse Boutique Hostel,"1645 CHAROENNAKORN RD., BANGLUMPOO- LANG, KLONGSAN, 10600 Bangkok, Thailand","13.71062107,100.49810389",10.0,"You're eligible for a Genius discount at PAMAhouse Boutique Hostel! To save at this property, all you have to do is sign in.
PAMAhouse Boutique Hostel features air-conditioned rooms with satellite flat-screen TV in the Riverside district of Bangkok. Among the facilities at this property are a shared kitchen and a shared lounge, along with free WiFi throughout the property. The hostel features family rooms.
At the hostel every room includes bed linen and towels.
Guests at PAMAhouse Boutique Hostel can enjoy a à la carte breakfast.
The accommodation offers a terrace.
Wat Arun is 4.3 miles from PAMAhouse Boutique Hostel, while Wat Pho is 4.3 miles away. The nearest airport is Don Mueang International Airport, 18.6 miles from the hostel.",Thailand,36,"Twin Room with Shared Bathroom,Submitted via mobile,Stayed 3 nights,Stayed 1 night,Stayed 4 nights,Stayed 5 nights,Family Suite,Stayed 2 nights,Solo traveller,Family with young children,Deluxe Double Room with Bath,Business trip,Stayed 6 nights,Couple,Superior King Room,Bed in 6-Bed Mixed Dormitory Room,Leisure trip,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/102806589.jpg?k=bfb8d3179e4f64ad2743fb8dd0d6b766e70d8cc0860e67def77596c7edd1ef42&o=&hp=1,https://www.booking.com/hotel/th/pama-house-boutique-hostel.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=7e1a2110ae2f0f2e114ebbae09a38333,"Thailand,Malaysia,Jordan,Germany,Latvia,Netherlands,United Arab Emirates,Spain,United States,Indonesia","room,hostel,location","road,proof,side",1,1,1,1,1,14,0
Lazy Sunday hostel,"829,831,833 Rama 6 Road, Wangmai, Pathumwan, Bangkok, Pathumwan, 10330 Bangkok, Thailand","13.74707334,100.52471913",9.3,"Attractively set in the Pathumwan district of Bangkok, Lazy Sunday hostel is situated 2,300 feet from Bangkok Art & Culture Centre, 2,300 feet from Jim Thompson House and less than 0.6 miles from Siam Discovery. The property is around 1.1 miles from SEA LIFE Bangkok Ocean World, 1.2 miles from Central World and 1.7 miles from Pratunam Market. The accommodation features a 24-hour front desk and free WiFi.
Popular points of interest near the hostel include MBK Center, Siam Paragon Mall and Gaysorn Village Shopping Mall. The nearest airport is Don Mueang International Airport, 15.5 miles from Lazy Sunday hostel.",Thailand,206,"Stayed 4 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Capsule Bed in Female Dormitory Room,Business trip,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Family with young children,Twin Room,Couple,Capsule Bed in Male Dormitory Room,Stayed 3 nights,Double Room,Stayed 14 nights,Double Room with Shared Bathroom,Group",https://cf.bstatic.com/xdata/images/hotel/max500/132136888.jpg?k=c6ecb6ecee77c3d626d02c29f326d7090a2b146065809701865d6f62d859ff7c&o=&hp=1,https://www.booking.com/hotel/th/lazy-sunday-hostel.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=0d9d9466983acefafe82a133618581d3,"Thailand,Canada,United Kingdom,Morocco,Malaysia,Philippines,Taiwan,Germany,South Korea,Netherlands,Hong Kong,China,Brazil,Bangladesh","room,location,staff","luggage,elevator,bathroom",1,1,1,1,1,22,3
Baan Wanchart,"443 Phra Sumen Road, Bowornniwet, Phra Nakhon, 10200 Bangkok, Thailand","13.75920300,100.50315700",9.6,"Boasting a shared lounge, garden and views of garden, Baan Wanchart is set in Bangkok, less than 0.6 miles from Wat Saket. Located around 0.8 miles from Khao San Road, the hostel with free WiFi is also 1.1 miles away from Bangkok National Museum. Grand Palace is 1.4 miles from the hostel and Wat Pho is 1.9 miles away.
All rooms include air conditioning, a safety deposit box and a TV, and some units at the hostel have a balcony. At Baan Wanchart each room is equipped with bed linen and towels.
Temple of the Emerald Buddha is 1.2 miles from the accommodation, while Dusit Palace is 1.4 miles from the property. The nearest airport is Don Mueang International Airport, 15.5 miles from Baan Wanchart.",Thailand,83,"Stayed 4 nights,Double Room with Garden View,Submitted via mobile,Stayed 1 night,Solo traveller,Standard King Room,Business trip,Single Bed in Female Dormitory Room,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Deluxe Room,Family with young children,Couple,Stayed 8 nights,Stayed 3 nights,Twin Room with Balcony,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/170935329.jpg?k=7e93ac0394d60bb850a8e4dbf746897e01600de28a07bcf381129bc8d27c18ea&o=&hp=1,https://www.booking.com/hotel/th/baanwanchart.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=352726281f48552c68ef6c1e3f31fe3d,"Colombia,Canada,United Kingdom,United States,Germany,Turkey,Netherlands,Spain,India,China,Australia,Singapore,Hong Kong,Poland,Chile,France","room,staff,hostel","coffee,breakfast,place",1,1,1,1,1,22,1
Hotel Muse Bangkok Langsuan - MGallery - SHA EXTRA PLUS,"55/555 Langsuan Road, Lumpini, Pathumwan, Pathumwan, 10330 Bangkok, Thailand","13.74021883,100.54351687",9.1,"A few minutes’ walk from Chidlom BTS Skytrain Station and Central Chidlom mall, Hotel Muse Bangkok Langsuan - MGallery - SHA EXTRA PLUS Collection features an outdoor pool. Featuring free WiFi, its design is inspired by the era of Rama V.
Boasting artistic furniture, rooms at Hotel Muse feature an iPod dock and a flat-screen TV with computer connection. The private bathrooms have a bathtub and separate rain shower.
Guests can exercise in the fitness centre. The hotel has a tour desk and a 24-hour reception. It provides laundry and dry cleaning, currency exchange and express check-in/check-out.
Buffet breakfast is served at Babette's The Steakhouse, which offers local and Asian cuisines. Other restaurants feature hearty steaks and western menus. Cocktails can be enjoyed at Speakeasy Rooftop bar.
Hotel Muse Bangkok Langsuan - MGallery - SHA EXTRA PLUS Collection is 30 minutes’ drive from Suvarnabhumi International Airport. It is approximately a 5-minute Skytrain ride from Siam Paragon and MBK Shopping Centre.",Thailand,1089,"Stayed 4 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Dowadueng Corner Deluxe,Dusid Duplex Suite,Stayed 7 nights,Yama King Executive,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 8 nights,Stayed 3 nights,Jatu Deluxe,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/327800367.jpg?k=f83fa7259a230fd5af351ff78d0044a7635959c8b86cc704d5b6974a3de1bf02&o=&hp=1,https://www.booking.com/hotel/th/muse-bangkok.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=c1dd16f8ba403d5d6fffc85a5854f0f6,"Italy,Jordan,Nigeria,Cambodia,Netherlands,Singapore,United Arab Emirates,Finland,Israel,Luxembourg,Japan,Myanmar,Russia,Poland,France,Czech Republic,United Kingdom,Philippines,Austria,India,Vietnam,Jersey,Ukraine,Hong Kong,China,Indonesia,South Africa,Bangladesh,Thailand,Greece,Malta,Malaysia,Germany,Portugal,Sweden,Bahrain,New Zealand,Oman,Saudi Arabia,Canada,Denmark,Pakistan,Kuwait,Taiwan,South Korea,Turkey,Australia,Switzerland,Cyprus,Belgium,United States,Laos","staff,hotel,room","breakfast,food,pool",0,1,0,1,0,171,12
Chocolate box mint,"Silom soi 22 29/15-17 Bangrak, Bang Rak, 10500 Bangkok, Thailand","13.72575100,100.52252100",10.0,"You're eligible for a Genius discount at Chocolate box mint! To save at this property, all you have to do is sign in.
Chocolate box mint features a restaurant, bar, a shared lounge and garden in Bangkok. The property is located 2.1 miles from Bangkok Art & Culture Centre, 2.2 miles from Siam Discovery and 2.2 miles from Gaysorn Village Shopping Mall. The accommodation provides a 24-hour front desk, a concierge service and organising tours for guests.
Featuring a private bathroom with a shower and a hairdryer, rooms at the hotel also offer free WiFi, while selected rooms are equipped with a garden view. Guest rooms will provide guests with air conditioning, a safety deposit box and a flat-screen TV.
Guests at Chocolate box mint can enjoy a continental breakfast.
MBK Center is 2.2 miles from the accommodation, while Central World is 2.2 miles away. The nearest airport is Don Mueang International Airport, 16.8 miles from Chocolate box mint.",Thailand,424,"Standard Twin Room,Stayed 4 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Standard Studio,Stayed 7 nights,Leisure trip,Deluxe Double Room,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 3 nights,Double Room,Standard Double Room,Stayed 6 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/184103587.jpg?k=ab5944ab8a37791a89d71eee44090362951b8bd359acba6331203d71789a6fe6&o=&hp=1,https://www.booking.com/hotel/th/chocolate-box-mint.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=fea7b8e94260e5f116e1db35fe673645,"Italy,Lebanon,Cambodia,Singapore,Netherlands,Finland,Japan,Norway,Myanmar,Russia,Poland,United Kingdom,Philippines,Vietnam,India,Ukraine,Hong Kong,China,Indonesia,Thailand,Malaysia,Germany,Sweden,Hungary,Ireland,Denmark,South Korea,Australia,Switzerland,Belgium,Macao,United States","staff,room,breakfast","bed,place,power",1,1,1,1,1,68,2
JW Marriott Hotel Bangkok - SHA Extra Plus,"4 Sukhumvit Road, Soi 2, Khlong Toei, 10110 Bangkok, Thailand","13.74214165,100.55214554",9.4,"Comfortably furnished, elegant rooms at JW Marriott Hotel Bangkok - SHA Extra Plus, a Marriott Luxury & Lifestyle Hotel, feature a flat-screen TV and soundproof walls. Located on Sukhumvit 2, it is just a 5-minute walk from Ploenchit and Nana BTS Skytrain stations. This luxurious city retreat offers a pampering spa and an outdoor pool.
Stylish and modern, rooms feature classic dark wood furnishings and wide windows overlooking the Bangkok City. Marble bathrooms have a bathtub and a hairdryer.
JW Marriott Hotel Bangkok - SHA Extra Plus is 0.9 miles from Central World Plaza. The popular MBK Shopping Mall and Siam Paragon Shopping Centre are 1.5 miles away. Free parking is available.
Guests can work out in the fitness centre or relax in the sauna. The hotel features a tour desk and business centre.
JW Marriott Bangkok has 8 dining options including Man Ho Chinese Restaurant, serving Chinese specialities, and Nami Teppanyaki Steakhouse, where guests can experience a premium taste of imported meats. Manhattan Bar offers a wide range of cocktails and a wine list, while Bangkok Baking Company satisfies guests with delectable baked goods, cakes and pastry.",Thailand,578,"Stayed 4 nights,Deluxe King Room with City View,Larger Executive Room with Lounge Access,Executive King Room with Lounge Access,Deluxe Twin Room with City View,Submitted via mobile,Stayed 1 night,Stayed 9 nights,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Family with young children,Couple,Stayed 8 nights,Family Room with City View,Family Suite with Lounge Access,Stayed 3 nights,Studio with Lounge Access,Stayed 14 nights,Stayed 6 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/325897856.jpg?k=fb79474dbdd67e3b43bb0a9a4dd8cc95f377266c0abacb1bfc3bbdf5da7714b1&o=&hp=1,https://www.booking.com/hotel/th/jw-marriott-bangkok.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=a807a4fecc7d9974cf7ab6b18ef6bb45,"Singapore,United Arab Emirates,Netherlands,Ethiopia,Russia,United Kingdom,South Sudan,Kenya,India,Romania,Hong Kong,China,Bangladesh,Thailand,Malaysia,Bahrain,Qatar,Oman,Mongolia,Saudi Arabia,Uganda,Pakistan,Kuwait,United States,Australia,Switzerland,Maldives,Sri Lanka","staff,hotel,location","food,drink,menu",1,1,1,1,1,91,2
Sindhorn Kempinski Hotel Bangkok - SHA Extra Plus,"80 Soi Tonson, Lumphini, Pathumwan, Pathumwan, 10330 Bangkok, Thailand","13.73991700,100.54321200",10.0,"Located in Bangkok, 2,300 feet from Central Embassy, Sindhorn Kempinski Hotel Bangkok - SHA Extra Plus provides accommodation with a restaurant, free private parking, an outdoor swimming pool and a fitness centre. Featuring a bar, the 5-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. The accommodation features a 24-hour front desk, room service and currency exchange for guests.
At the hotel, the rooms are equipped with a desk. Every room is fitted with a coffee machine, while some rooms will provide you with a kitchenette with a microwave, a fridge and a minibar. All units include a safety deposit box.
Guests at Sindhorn Kempinski Hotel Bangkok - can enjoy a continental breakfast.
The accommodation offers 5-star accommodation with a sauna and sun terrace.
Popular points of interest near Sindhorn Kempinski Hotel Bangkok - SHA Extra Plus include Amarin Plaza, Lumpini Park and Central World. The nearest airport is Don Mueang International Airport, 15.5 miles from the hotel.",Thailand,47,"Executive Club King Room,Stayed 3 nights,Submitted via mobile,Stayed 1 night,Stayed 4 nights,Stayed 5 nights,People with friends,Stayed 2 nights,Solo traveller,Family with young children,Business trip,Stayed 6 nights,Couple,Grand Deluxe King Room,2 Bedroom Grand Executive Suite,Premier Residence King Room,Leisure trip",https://cf.bstatic.com/xdata/images/hotel/max500/339419851.jpg?k=91e5f7bab49204d7e579b13281f3972325364384bb8f3b2cfcc341775697819f&o=&hp=1,https://www.booking.com/hotel/th/sindhorn-kempinski-bangkok.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=10edf75f552451851b3f32f4cbaaab5d,"Thailand,Malta,Czech Republic,Malaysia,Kuwait,Latvia,Netherlands,United Arab Emirates,Australia,Singapore,Japan,China,United States","staff,room,hotel","breakfast,lobby,floor",0,1,1,0,0,20,2
Amarin Hotel Rama 8,"204/2 Soi. Arun Amarin 49, Bang Yi Khan, Bang Phlat, Bangkok, 10700 Bangkok, Thailand","13.77190967,100.48782824",9.2,"Featuring a terrace, Amarin Hotel Rama 8 is located in Bangkok in the Bangkok Province region, 1.7 miles from Temple of the Emerald Buddha and 2.2 miles from Bangkok National Museum. With free WiFi, this 3-star hotel offers a concierge service and luggage storage space. Guests can have a drink at the snack bar.
The hotel will provide guests with air-conditioned rooms offering a desk, a safety deposit box, a flat-screen TV and a private bathroom with a shower. At Amarin Hotel Rama 8 every room is equipped with bed linen and towels.
Guests will find a 24-hour front desk, a shared lounge and a business centre at the property.
Dusit Palace is 2.3 miles from the accommodation, while Wat Saket is 2.5 miles away. The nearest airport is Don Mueang International Airport, 15.5 miles from Amarin Hotel Rama 8.",Thailand,153,"Deluxe Double Room,Submitted via mobile,Stayed 1 night,Stayed 5 nights,Stayed 2 nights,Solo traveller,Family with young children,Business trip,Standard Double Room,Deluxe King Room,Couple,Superior Double Room,Superior Twin Room,Stayed 6 nights,Leisure trip",https://t-cf.bstatic.com/xdata/images/hotel/max500/330297614.jpg?k=f9d19caeee54140cffdaa2fcd65ba02d31b5430b7a7ca783a7ac700545e08e99&o=&hp=1,https://www.booking.com/hotel/th/amarin-rama-8.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=29ed4d20da9aab701ced437809732203,"United States,Thailand,United Kingdom,France","room,hotel,train","shower,beer,can",0,1,1,1,0,20,2
9TY hotel (ninety hotel),"Soi Saranakhom 1 370/104 สรณคมน์ 1 ถนนสรณคมน์ แขวงสีกัน เขตดอนเมือง, Don Muang, 10210 Bangkok, Thailand","13.92536382,100.59851217",9.2,"You're eligible for a Genius discount at 9TY hotel (ninety hotel)! To save at this property, all you have to do is sign in.
Situated within 9.3 miles of Central Plaza Ladprao and 13 miles of Chatuchak Weekend Market, 9TY hotel (ninety hotel) features rooms with air conditioning and a private bathroom in Bangkok. Around 16.2 miles from Central Festival EastVille, the property is also 16.2 miles away from Arab Street and offers free WiFi. The property is 16.8 miles from Gaysorn Village Shopping Mall and 16.8 miles from Central World.
At the hotel, the rooms are fitted with a balcony. All rooms in 9TY hotel (ninety hotel) are fitted with a flat-screen TV and a hairdryer.
The accommodation offers a terrace.
Central Embassy is 16.2 miles from 9TY hotel (ninety hotel), while Pratunam Market is 16.8 miles from the property. The nearest airport is Don Mueang International Airport, 2.5 miles from the hotel.",Thailand,511,"Submitted via mobile,Stayed 1 night,Stayed 3 nights,Stayed 4 nights,People with friends,Stayed 2 nights,Solo traveller,Family with young children,Business trip,Studio Apartment,One-Bedroom Apartment,Couple,Apartment,Leisure trip,Deluxe Triple Room,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/195412629.jpg?k=c09115905e7d8bbe30220094724fd3ef9201173d145183431bfbe71dc8bab5f7&o=&hp=1,https://www.booking.com/hotel/th/9ty-ninety.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=fbd6f2d07060d18cef6e048ca8489e91,"Italy,Netherlands,Singapore,Norway,Japan,Poland,Guernsey,United Kingdom,Vietnam,India,Ukraine,China,Thailand,Uzbekistan,Germany,Bahrain,New Zealand,Canada,Denmark,Taiwan,Australia,Switzerland,United States,Laos","staff,room,airport","food,night,window",1,1,1,1,1,69,2
Modena by Fraser Bangkok - SHA Extra Plus,"2527 FYI Center, Rama 4 Rd., T.Khlongtoei, A.Khlongtoei, Khlong Toei, 10110 Bangkok, Thailand","13.72155203,100.56006557",9.2,"You're eligible for a Genius discount at Modena by Fraser Bangkok - SHA Extra Plus! To save at this property, all you have to do is sign in.
Modena by Fraser Bangkok offers modern accommodation, located next to MRT Queen Sirikit National Convention Centre Station and a 5-minute walk from Queen Sirikit National Convention Centre. It is 1 station from Sukhumvit.
All air-conditioned rooms are equipped with a flat-screen satellite TV, a safety deposit box and ironing facilities. The en suite bathroom has free toiletries, slippers and a shower. Studios also include a small kitchen, a sofa and a bathtub.
Guests staying at Modena by Fraser can enjoy meals at the on-site restaurant or in the room with room service.
Just beyond the convention centre is Benjakitti Park. The hotel is surrounded by office buildings, restaurants, shops and a local fresh market. Guests are welcome to use a complimentary Tuk Tuk shuttle service to explore the surrounding areas. Suvarnabhumi International Airport is a 19.9 miles drive away.",Thailand,239,"Executive Room Single,Stayed 4 nights,Superior Twin Room,Studio Premier,Superior Room,Submitted via mobile,Stayed 1 night,Stayed 9 nights,Solo traveller,Business trip,Stayed 7 nights,Studio Executive,Leisure trip,Stayed 5 nights,People with friends,Stayed 2 nights,Stayed 10 nights,Family with young children,Couple,Stayed 8 nights,Stayed 3 nights,Family Room,Group",https://cf.bstatic.com/xdata/images/hotel/max500/327127582.jpg?k=66d893d72d5ac2ea4f7bd15d7ceeeb29f0722692fb90f9b8221eba459f6ec53f&o=&hp=1,https://www.booking.com/hotel/th/modena-by-fraser-bangkok.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALS3qOSBsACAdICJGRjYzAyYTk0LTNmZDItNDI2My04ZDk2LWUyMzRhMTY4MDY1ZdgCBeACAQ;sid=32f9b61b94f8952f43851ffa95c5ad16,"Thailand,United Kingdom,Pakistan,Taiwan,Germany,Portugal,Bangladesh,Singapore,Australia,India,Switzerland,Belgium,Maldives,Hong Kong,Russia,United States,South Africa,France","location,room,staff","restaurant,hotel,bar",0,1,1,0,1,46,1
